학교급,설립,구,학교명,주소,구분,학생수합계,lon,lat,동,최근접_사업,최근접_거리m,영향권,_원_도심거리m,_원_학생수,_원_학교밀도,적격성_도심거리,적격성_학교규모,적격성_학교밀도,적격성점수,전체순위,적격성순위,현행운영여부,미운영순위,slope_300m_mean
중,사립,중구,대전신일중학교,대전광역시 중구 부사로32번길 27(부사동.대전신일중학교),본교,300,127.4345299,36.3091404,부사동,부사동5,374.9395848200703,1km 이내,6411.472916909783,300.0,5,0.4269053904308071,0.8165309956167814,0.75,0.6664,61,61,,48.0,12.414152145385742
중,사립,중구,대전중앙중학교,대전광역시 중구 대종로 634(중촌동),본교,276,127.4151938,36.3381487,중촌동,삼성3,542.5163270447254,1km 이내,3071.284518352884,276.0,9,0.1942552037399801,0.8315591734502191,0.55,0.4996,163,163,,149.0,1.9512465000152588
중,사립,중구,동명중학교,대전광역시 중구 사득로54번길 29. 동명중학교 (석교동),본교,119,127.438432,36.3084918,석교동,문창석교1,488.14384499855055,1km 이내,6711.081789969591,119.0,5,0.4477736924348821,0.9298685034439574,0.75,0.6953,49,49,,36.0,9.414133071899414
중,사립,중구,청란여자중학교,대전광역시 중구 보문로95번길 40. 청란여자중학교 (부사동),본교,20,127.4296172,36.3109466,부사동,부사동5,162.94618235034008,1km 이내,5962.191040227596,20.0,6,0.3956120919653447,0.991859737006888,0.7,0.6671,60,60,,47.0,12.46269416809082
중,사립,중구,호수돈여자중학교,대전광역시 중구 선화로 50(용두동.호수돈여자중.고등학교),본교,324,127.413465,36.3265502,은행선화동,용두동3,132.19486564789923,1km 이내,3708.771348097387,324.0,11,0.23865731890722,0.8015028177833438,0.4499999999999999,0.4569,181,181,,166.0,5.378050804138184
중,공립,서구,가수원중학교,대전광역시 서구 가수원로 26(가수원동),본교,143,127.3548124,36.2982823,가수원동,정림동1,1587.3379885879283,1.5km 초과,6365.513057621923,143.0,5,0.4237042027827618,0.9148403256105198,0.75,0.6851,55,55,,42.0,4.568653583526611
중,공립,서구,갈마중학교,대전광역시 서구 계룡로326번길 138(갈마동.갈마중학교),본교,63,127.3646118,36.3474707,갈마1동,내동2,1853.6956255382609,1.5km 초과,1813.8882309010576,63.0,9,0.1066752692828677,0.9649342517219788,0.55,0.5,162,162,,148.0,9.396450996398926
중,공립,서구,기성중학교,대전광역시 서구 장안로 54.(흑석동),본교,29,127.3411563,36.2499908,기성동,정림동1,6847.371381948651,1.5km 초과,11797.752118102524,29.0,0,0.8020695165824369,0.9862241703193488,1.0,0.9379,5,5,,1.0,4.331879138946533
중,공립,서구,대전갑천중학교,대전광역시 서구 월평동로 80(월평동. 갑천중학교),본교,731,127.3691739,36.3619688,월평3동,도룡동2,2380.378871949478,1.5km 초과,1880.8208668481825,731.0,6,0.1113372489051954,0.5466499686912962,0.7,0.4927,166,166,,152.0,1.2351864576339722
중,공립,서구,대전관저중학교,대전광역시 서구 관저동로 143(관저동. 관저중학교),본교,828,127.3397644,36.3056354,관저1동,정림동1,2552.1157161971664,1.5km 초과,6385.608625280513,828.0,5,0.4251038955574115,0.4859110832811522,0.75,0.5997,91,91,,78.0,2.2257192134857178
중,공립,서구,대전괴정중학교,대전광역시 서구 가장로 15(괴정동.대전괴정중학교),본교,555,127.3790856,36.3402017,괴정동,내동2,670.0791248559553,1km 이내,1231.1303942918769,555.0,8,0.0660851278581373,0.656856606136506,0.6,0.4512,183,183,,168.0,2.880179643630981
중,공립,서구,대전구봉중학교,대전광역시 서구 관저서로 86(관저동. 대전구봉중학교),본교,687,127.3301551,36.3004178,관저2동,정림동1,3499.914260217283,1.5km 초과,7384.409032700584,687.0,4,0.4946721574415459,0.5742016280525986,0.8,0.6632,67,67,,54.0,2.746614456176758
중,공립,서구,대전남선중학교,대전광역시 서구 월평북로 41(월평동. 남선중학교),본교,160,127.372306,36.3632381,월평2동,도룡동2,2181.065767261776,1.5km 초과,1795.7642141473164,160.0,7,0.1054128986084569,0.9041953663118348,0.65,0.5375,138,138,,125.0,1.2136741876602173
중,공립,서구,대전내동중학교,대전광역시 서구 배재로 263(변동),본교,498,127.370415,36.3323785,변동,내동1,286.1734927311,1km 이내,2365.0464383633066,498.0,7,0.1450644391625288,0.6925485284909205,0.65,0.507,157,157,,143.0,7.294496536254883
중,공립,서구,대전느리울중학교,대전광역시 서구 관저중로64번길 84(관저동),본교,760,127.3395222,36.2973786,관저2동,정림동1,2809.474467733735,1.5km 초과,7133.477713898138,760.0,6,0.4771943354746213,0.5284909204758923,0.7,0.5989,92,92,,79.0,2.4650275707244877
중,공립,서구,대전도마중학교,대전광역시 서구 도솔2길 22(도마동. 대전도마중학교),본교,174,127.3718715,36.3188315,도마2동,도마·변동16,523.150831913044,1km 이내,3680.455395624671,174.0,9,0.2366850614046335,0.8954289292423294,0.55,0.5251,146,146,,133.0,5.482917308807373
중,공립,서구,대전도안중학교,대전광역시 서구 원도안로 160(도안동. 대전도안중학교),본교,941,127.3451717,36.3181204,도안동,도마·변동13,2278.199392631853,1.5km 초과,5027.686755770226,941.0,2,0.3305221717870948,0.4151534126487163,0.9,0.6322,80,80,,67.0,6.691768646240234
중,공립,서구,대전둔산중학교,대전광역시 서구 갈마역로25번길 70(갈마동) 대전둔산중학교,본교,541,127.372252,36.3533151,갈마1동,내동2,2155.9394391363007,1.5km 초과,1145.5421348632854,541.0,8,0.060123750187582,0.6656230432060113,0.6,0.4512,183,183,,168.0,4.393767833709717
중,공립,서구,대전둔원중학교,대전광역시 서구 괴정로11번길 73(갈마동. 둔원중학교),본교,576,127.3765274,36.3425045,갈마2동,내동2,910.5492639227372,1km 이내,1130.8315003567802,576.0,8,0.0590991277843195,0.6437069505322479,0.6,0.4465,188,188,,173.0,3.6919913291931152
중,공립,서구,대전만년중학교,대전광역시 서구 만년남로 17(만년동. 대전만년중학교),본교,250,127.3759751,36.3670425,만년동,도룡동2,1728.748060064996,1.5km 초과,1998.180680335589,250.0,6,0.1195115730030943,0.8478396994364433,0.7,0.5554,119,119,,106.0,1.5350265502929688
중,공립,서구,대전문정중학교,대전광역시 서구 둔산북로 232-11. 대전문정중학교 (둔산동),본교,1215,127.4008621,36.3549761,둔산3동,소라,1408.0253372167886,1~1.5km,1553.356716923652,1215.0,4,0.0885287762910729,0.2435817157169693,0.8,0.4753,174,174,,159.0,1.9520729780197144
중,공립,서구,대전버드내중학교,대전광역시 서구 유등로 285(도마동),본교,771,127.3832698,36.3167368,도마1동,도마·변동6,165.78442257368397,1km 이내,3735.586311558048,771.0,10,0.2405250297997929,0.5216030056355667,0.5,0.4265,198,198,,183.0,2.080617904663086
중,공립,서구,대전변동중학교,대전광역시 서구 도산로181번길 39(변동),본교,284,127.3759137,36.3244764,변동,변동B,168.97553563987594,1km 이내,2976.927293639032,284.0,8,0.1876830517156241,0.8265497808390733,0.6,0.5216,147,147,,134.0,6.414732933044434
중,공립,서구,대전봉산중학교,대전광역시 서구 배재로262번길 60(변동. 봉산중학교),본교,137,127.3735491,36.3304754,변동,내동1,116.46837387078526,1km 이내,2418.697657085388,137.0,7,0.1488013439602567,0.9185973700688792,0.65,0.5534,121,121,,108.0,5.615835666656494
중,공립,서구,대전봉우중학교,대전광역시 서구 관저로 102(관저동. 대전봉우중학교),본교,729,127.3326745,36.2987466,관저2동,정림동1,3331.1598215888653,1.5km 초과,7380.028539956674,729.0,5,0.4943670481683358,0.5479023168440826,0.75,0.6329,79,79,,66.0,2.145216226577759
중,공립,서구,대전삼천중학교,대전광역시 서구 문정로 271(둔산동),본교,1108,127.3940265,36.3585826,둔산2동,대화동2,1751.427571366221,1.5km 초과,1246.7430449955975,1108.0,5,0.0671725773273135,0.3105823418910457,0.75,0.4573,180,180,,165.0,1.302526354789734
중,공립,서구,대전서중학교,대전광역시 서구 동서대로997번길 57(괴정동. 대전서중학교),본교,161,127.3740189,36.3357952,괴정동,내동2,341.7083292211696,1km 이내,1873.2149714652016,161.0,8,0.1108074844818576,0.9035691922354414,0.6,0.514,153,153,,140.0,5.438927173614502
중,공립,서구,대전신계중학교,대전광역시 서구 복수동로 40-30(복수동),본교,536,127.377418,36.3019711,복수동,복수동2,912.7246505416816,1km 이내,5409.251203952701,536.0,6,0.3570988284040055,0.6687539135879774,0.7,0.5909,99,99,,86.0,4.988868713378906
중,공립,서구,대전월평중학교,대전광역시 서구 월평동로 21(월평동. 월평중학교),본교,197,127.3678135,36.3565812,월평1동,내동2,2613.3628584658977,1.5km 초과,1646.7003721608878,197.0,7,0.0950303313610592,0.8810269254852849,0.65,0.5297,144,144,,131.0,1.7162498235702517
중,공립,서구,대전정림중학교,대전광역시 서구 괴곡길 70(괴곡동),본교,138,127.3609965,36.2935839,정림동,정림동1,1694.726156951183,1.5km 초과,6645.826169413221,138.0,4,0.4432285199794528,0.917971195992486,0.8,0.7166,40,40,,28.0,10.418105125427246
중,공립,서구,대전탄방중학교,대전광역시 서구 문정로 181(둔산동),본교,1217,127.3943685,36.350383,둔산1동,용문동4,1083.059033244508,1~1.5km,885.4763732541943,1217.0,5,0.0420096976939001,0.2423293675641828,0.75,0.4361,193,193,,178.0,1.8226354122161863
중,사립,서구,대전대신중학교,대전광역시 서구 오량1길 98. 대전대신중학교 (복수동. 대전대신중·고등학교),본교,438,127.3810682,36.3092541,복수동,도마·변동9,304.13622540537955,1km 이내,4574.321380809841,438.0,7,0.2989444502522077,0.7301189730745148,0.65,0.5607,113,113,,100.0,10.091483116149902
중,사립,서구,대전삼육중학교,대전광역시 서구 도림1길 15(도마동),본교,163,127.3727877,36.3115181,도마2동,도마·변동12,256.30496783049057,1km 이내,4439.071182449396,163.0,6,0.2895240283645909,0.902316844082655,0.7,0.6173,88,88,,75.0,6.080471515655518
중,사립,서구,동방여자중학교,대전광역시 서구 복수중로 27(복수동.동방여자중학교),본교,297,127.3744993,36.3063449,복수동,복수동2,445.32348665173583,1km 이내,4968.382087556483,297.0,7,0.3263914939673869,0.8184095178459612,0.65,0.5866,101,101,,88.0,4.124721527099609
중,공립,유성구,대덕중학교,대전광역시 유성구 대덕대로 515(가정동),본교,529,127.3771598,36.3791884,신성동,도룡동2,387.655657327728,1km 이내,3260.442697297672,529.0,2,0.2074304143552301,0.6731371321227302,0.9,0.6469,75,75,,62.0,9.204305648803713
중,공립,유성구,대전관평중학교,대전광역시 유성구 테크노4로 132. 대전 관평중학교 (관평동.관평중학교),본교,796,127.3876376,36.4245116,관평동,덕암동1,3887.8544108313695,1.5km 초과,8225.418322442683,796.0,3,0.5532499814803795,0.5059486537257358,0.85,0.6922,51,51,,38.0,1.5749648809432983
중,공립,유성구,대전노은중학교,대전광역시 유성구 노은동로 104(노은동. 노은중학교),본교,803,127.3243216,36.369988,노은1동,장대A,1355.7067960111406,1~1.5km,5819.768502077898,803.0,3,0.3856921035886938,0.5015654351909831,0.85,0.641,76,76,,63.0,2.551283359527588
중,공립,유성구,대전덕명중학교,대전광역시 유성구 학하중앙로 61. 대전덕명중학교 (덕명동. 대전덕명중학교),본교,494,127.3027397,36.3458099,학하동,장대A,3076.041219256814,1.5km 초과,7354.004580821873,494.0,0,0.492554432163274,0.6950532247964935,1.0,0.7868,22,22,,12.0,4.635598182678223
중,공립,유성구,대전동화중학교,대전광역시 유성구 관평2로 43(관평동),본교,660,127.3895368,36.4226468,관평동,신대주공,3842.467419944969,1.5km 초과,8026.476653542327,660.0,3,0.5393933330259841,0.5911083281152161,0.85,0.705,46,46,,33.0,1.5981181859970093
중,공립,유성구,대전두리중학교,대전광역시 유성구 와룡로 37(송강동),본교,468,127.3820834,36.428809,구즉동,덕암동1,4022.162041198942,1.5km 초과,8699.983157708084,468.0,3,0.5863042839170618,0.7113337507827175,0.85,0.7432,34,34,,23.0,7.353936195373535
중,공립,유성구,대전둔곡중학교,대전광역시 유성구 과학인재4길 10(둔곡동),본교,79,127.3646634,36.4534382,구즉동,덕암동1,5089.064042468478,1.5km 초과,11566.810431900603,79.0,0,0.785984008821023,0.954915466499687,1.0,0.9268,6,6,,2.0,9.12816047668457
중,공립,유성구,대전문지중학교,대전광역시 유성구 전민로 53(전민동.  문지중학교),본교,190,127.3990807,36.3968298,전민동,신대주공,2054.4785756734564,1.5km 초과,5313.552179022102,190.0,1,0.350433217558266,0.8854101440200376,0.95,0.7572,31,31,,20.0,7.723923683166504
중,공립,유성구,대전봉명중학교,대전광역시 유성구 계룡로132번길 71(봉명동. 대전봉명중학교),본교,642,127.3446292,36.349652,원신흥동,장대C,1153.0263559589227,1~1.5km,3578.482161594949,642.0,6,0.2295824405031503,0.6023794614902943,0.7,0.5394,136,136,,123.0,1.4070454835891724
중,공립,유성구,대전새미래중학교,대전광역시 유성구 지족동로 55(지족동),본교,406,127.3050716,36.3792504,노은3동,장대A,3276.9454450817216,1.5km 초과,7811.205344022152,406.0,3,0.5243992954529283,0.7501565435190983,0.85,0.7324,36,36,,25.0,8.4519624710083
중,공립,유성구,대전송강중학교,대전광역시 유성구 와룡로 122(송강동. 송강중학교),본교,292,127.3816676,36.4376479,구즉동,덕암동1,3665.8392519887975,1.5km 초과,9681.051699928908,292.0,3,0.6546374891945798,0.8215403882279273,0.85,0.7857,23,23,,13.0,6.3006367683410645
중,공립,유성구,대전어은중학교,대전광역시 유성구 농대로 56(어은동.대전어은중학교),본교,505,127.352819,36.3656666,온천2동,장대C,1656.035151392933,1.5km 초과,3308.5769851304844,505.0,5,0.2107830548995096,0.6881653099561678,0.75,0.5759,108,108,,95.0,5.482563018798828
중,공립,유성구,대전외삼중학교,대전광역시 유성구 반석동로 75(반석동. 외삼중학교),본교,827,127.3101903,36.3940423,노은3동,장대A,4302.568222951346,1.5km 초과,8238.110524017138,827.0,2,0.5541340163650855,0.4865372573575454,0.9,0.7135,41,41,,29.0,3.223445415496826
중,공립,유성구,대전원신흥중학교,대전광역시 유성구 동서대로735번길 20(원신흥동),본교,1010,127.3453455,36.3332893,원신흥동,도마동1,2507.281091345645,1.5km 초과,3993.4529428532633,1010.0,4,0.2584859088741846,0.371947401377583,0.8,0.5519,126,126,,113.0,6.099162578582764
중,공립,유성구,대전자운중학교,대전광역시 유성구 자운로97번길 356(신봉동. 자운중학교),본교,98,127.3382419,36.4118922,신성동,도룡동2,4714.861283052451,1.5km 초과,7983.598025730912,98.0,0,0.5364067587448202,0.9430181590482154,1.0,0.8495,15,15,,6.0,4.4649739265441895
중,공립,유성구,대전장대중학교,대전광역시 유성구 문화원로 26(장대동.대전장대중학교),본교,230,127.3387996,36.3605249,온천2동,장대C,323.9820312826534,1km 이내,4251.334745306835,230.0,4,0.2764478446473019,0.8603631809643081,0.8,0.655,69,69,,56.0,1.495113730430603
중,공립,유성구,대전전민중학교,대전광역시 유성구 엑스포로466번길 97(전민동.전민중학교),본교,638,127.4055557,36.4014675,전민동,신대주공,1460.3938831309836,1~1.5km,5971.056738601807,638.0,2,0.3962296039544277,0.6048841577958672,0.9,0.6898,52,52,,39.0,1.530672907829285
중,공립,유성구,대전지족중학교,대전광역시 유성구 노은동로 193(지족동),본교,520,127.3210215,36.3778461,노은2동,장대A,2260.591015397695,1.5km 초과,6457.436368950832,520.0,3,0.4301068283206354,0.6787726988102692,0.85,0.6898,52,52,,39.0,5.950159549713135
중,공립,유성구,대전체육중학교,대전광역시 유성구 원신흥로40번길 6(원신흥동. 대전체육중고등학교),본교,135,127.3423687,36.3362651,원신흥동,장대B,2447.7263962735724,1.5km 초과,4092.8813786555297,135.0,3,0.2654112799585726,0.9198497182216656,0.85,0.6886,54,54,,41.0,6.967126369476318
중,공립,유성구,대전하기중학교,대전광역시 유성구 송림로48번길 6-30. 대전하기중학교 (하기동. 대전하기중학교),본교,494,127.3223229,36.3858474,노은2동,장대A,3041.44248600992,1.5km 초과,6824.276695829237,494.0,4,0.4556579231543453,0.6950532247964935,0.8,0.6757,57,57,,44.0,3.582853317260742
중,공립,유성구,유성중학교,대전광역시 유성구 상대로 33(상대동. 유성중학교),본교,892,127.3347128,36.34583,상대동,장대B,1321.3870404419242,1~1.5km,4496.074209315867,892.0,4,0.2934943926854048,0.445835942391985,0.8,0.5772,106,106,,93.0,3.522066593170166
중,공립,유성구,진잠중학교,대전광역시 유성구 진잠로 60-23(원내동. 진잠중학교),본교,209,127.3184051,36.2969898,진잠동,정림동1,4616.091626470098,1.5km 초과,8384.065141192095,209.0,3,0.5643000204589901,0.873512836568566,0.85,0.769,28,28,,17.0,3.581969976425171
중,사립,유성구,성덕중학교,대전광역시 유성구 신성로 19(신성동. 성덕중학교),본교,257,127.3448873,36.3866583,신성동,도룡동2,2858.9157444729126,1.5km 초과,5366.808061043622,257.0,0,0.3541425864369928,0.8434564809016907,1.0,0.7749,27,27,,16.0,8.27760124206543
